0.012404,0.010166,0.00010335,28.871,1.0507e-06,1.9085e-06,7
0.014176,0.013278,0.00017631,28.871,2.3411e-06,2.8489e-06,6
0.015948,0.016805,0.00028241,28.871,4.746e-06,4.0563e-06,4
0.01772,0.020747,0.00043044,28.871,8.9304e-06,5.5642e-06,2
0.019492,0.025104,0.00063021,28.871,1.5821e-05,7.406e-06,2
0.017462,0.0014953,2.2359e-06,1580.7,3.3433e-09,5.3245e-06,4
0.019645,0.0018925,3.5814e-06,1580.7,6.7778e-09,7.5812e-06,3
0.021827,0.0023364,5.4587e-06,1580.7,1.2754e-08,1.0399e-05,2
0.026193,0.0033644,1.1319e-05,1580.7,3.8082e-08,1.797e-05,1
0.030558,0.0045793,2.097e-05,1580.7,9.6029e-08,2.8536e-05,1
0.0092604,0.0014265,2.0348e-06,2269.5,2.9025e-09,7.9413e-07,12
0.012347,0.0025359,6.4309e-06,2269.5,1.6308e-08,1.8824e-06,5
0.015434,0.0039624,1.57e-05,2269.5,6.2211e-08,3.6765e-06,2
0.016977,0.0047945,2.2987e-05,2269.5,1.1021e-07,4.8935e-06,1
0.018521,0.0057058,3.2556e-05,2269.5,1.8576e-07,6.3531e-06,1
0.011564,0.001559,2.4304e-06,11090,3.789e-09,1.5464e-06,6
0.013491,0.002122,4.5027e-06,11090,9.5546e-09,2.4556e-06,4
0.015418,0.0027715,7.6814e-06,11090,2.1289e-08,3.6654e-06,3
0.016382,0.0031288,9.7894e-06,11090,3.0629e-08,4.3965e-06,2
0.017346,0.0035077,1.2304e-05,11090,4.316e-08,5.2189e-06,1
0.011232,0.011359,0.00012903,2.5726,1.4657e-06,1.4171e-06,7
0.012636,0.014377,0.00020668,2.5726,2.9714e-06,2.0177e-06,6
0.01404,0.017749,0.00031502,2.5726,5.5912e-06,2.7678e-06,4
0.015444,0.021476,0.00046122,2.5726,9.9052e-06,3.684e-06,2
0.016848,0.025558,0.00065323,2.5726,1.6695e-05,4.7828e-06,2
0.0047989,0.0061332,3.7616e-05,56.066,2.3071e-07,1.1052e-07,7
0.0055988,0.008348,6.9689e-05,56.066,5.8176e-07,1.755e-07,6
0.0063986,0.010904,0.00011889,56.066,1.2963e-06,2.6197e-07,5
0.0071984,0.0138,0.00019043,56.066,2.6279e-06,3.73e-07,4
0.0079982,0.017037,0.00029025,56.066,4.9449e-06,5.1166e-07,4
0.0066519,0.0031793,1.0108e-05,28.414,3.2136e-08,2.9433e-07,3
0.0077605,0.0043274,1.8726e-05,28.414,8.1034e-08,4.6738e-07,2
0.0088692,0.0056521,3.1946e-05,28.414,1.8056e-07,6.9767e-07,2
0.0099778,0.0071534,5.1171e-05,28.414,3.6605e-07,9.9336e-07,1
0.011086,0.0088314,7.7993e-05,28.414,6.8878e-07,1.3626e-06,1
